system,school,pool,designation_ineligible,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,targeted_support_Native,targeted_support_Asian,targeted_support_Black,targeted_support_BHN,targeted_support_ED,targeted_support_EL,targeted_support_Hispanic,targeted_support_HPI,targeted_support_SWD,targeted_support_White,targeted_support_subgroups,targeted_support,final_average
792,8280,K8,0,2.8,2.1333333333333333,0,,,4,,,,,,,,,,,0,0,2.4
792,8285,K8,0,2,1.8,2.4000000000000004,,,,,,,0,,,,,,,0,0,2
792,8295,K8,1,2,0.13333333333333333,0,,,,,,,,,,,,,,0,0,1.1
792,8300,K8,0,1,2,2.5999999999999996,,,,,,0,0,,,,,,,0,0,1.6
792,8310,K8,1,,2,3.4,,,3,,,,,,,,,,,0,0,2.4
792,8320,K8,0,2,0,1.8,,,,,,0,0,0,,,,,,0,0,1.2
792,8325,K8,1,,0,,,,,,,,,,,,,,,0,0,0
792,8350,K8,1,,3.6,,,,,,,,,,,,,,,0,0,3.6
792,8355,K8,1,,3.9,,,,,,,,,,,,,,,0,0,3.9
793,1,HS,0,2.7333333333333334,0.4,3.6,3.7333333333333334,3.7333333333333334,4,,,0,0,0,,,,0,0,0,0,2.6
793,5,K8,0,4,3.6,4,,,4,,,0,0,,,,,0,0,0,0,3.9
793,6,K8,0,3.4,0.9,4,,,,,,0,0,,,0,,0,0,0,0,2.5
793,195,K8,0,4,3.3,3.7333333333333334,,,4,,,0,0,,,,,0,0,0,0,3.7
794,3,K8,0,3.7333333333333334,3.8,3.6,,,4,,,0,0,0,,,,0,0,0,0,3.8
794,7,K8,0,3.7333333333333334,2.2,2.2666666666666666,,,,,,0,0,0,,0,,0,0,0,0,3
794,20,K8,0,4,2.5999999999999996,3.6,,,,,,0,0,0,,,,0,0,0,0,3.4
794,25,HS,0,3,3.6,3.7333333333333334,4,3.2,4,,,0,0,0,,,,0,0,0,0,3.4
794,30,K8,0,3.7333333333333334,3.8,3.8,,,,,,0,0,0,,,,0,0,0,0,3.8
794,33,K8,0,3.2,2.8,2.8666666666666663,,,,,0,0,0,0,,0,,0,0,0,0,3
794,90,K8,0,3.6,1.4,4,,,,,,0,0,0,,,,0,0,0,0,2.8
794,95,K8,0,2.4,0.2,3.8666666666666667,,,,,0,0,0,0,,0,,0,0,0,0,1.7
794,150,K8,0,3.466666666666667,3.6,4,,,,,,0,0,0,,,,0,0,0,0,3.6
794,155,K8,0,3.7333333333333334,3.3333333333333335,3.4,,,,,,0,0,0,,,,0,0,0,0,3.5
795,8,K8,0,3.8666666666666667,2.8,4,,,4,,0,0,0,,0,,,0,0,0,0,3.5
795,55,K8,0,3.466666666666667,3.7333333333333334,3.7333333333333334,,,4,,,0,0,0,,,,0,0,0,0,3.6
795,60,HS,0,3.6,3.4,1.9,3.3333333333333335,3.6,4,,0,0,0,0,,,,0,0,0,0,3.4
795,63,K8,0,3.2,0.30000000000000004,3.466666666666667,,,,,0,0,0,1,,0,,0,0,1,1,2.1
795,65,K8,0,3.8,3.2,3.9,,,4,,0,0,0,,,,,0,0,0,0,3.6
795,165,K8,1,,3.7333333333333334,,,,4,,,,,,,,,,,0,0,3.8
795,168,K8,0,3.6,1,3.9,,,2,,0,0,0,0,0,0,,0,0,0,0,2.6
795,183,K8,0,3.6,2.5999999999999996,4,,,4,,0,0,0,0,0,0,,0,0,0,0,3.3
795,190,K8,0,4,2.1,4,,,,,0,0,0,,,,,,0,0,0,3.2
796,70,K8,0,3.6,2.5999999999999996,4,,,4,,0,0,0,,,,,0,0,0,0,3.3
796,100,K8,0,3.7333333333333334,3.466666666666667,3.8666666666666667,,,4,,0,,0,,0,,,0,0,0,0,3.7
796,109,K8,0,3.466666666666667,1,4,,,,,0,0,0,,,,,0,0,0,0,2.5
796,111,HS,0,3.3333333333333335,3.4,3.7333333333333334,3.6,4,3,,0,0,0,,,,,0,0,0,0,3.5
796,160,K8,0,3.4,1.5,3.8666666666666667,,,,,0,0,0,,,0,,0,0,0,0,2.7
797,116,K8,0,3.9,3.9,3.9,,,4,,,0,0,0,0,,,0,0,0,0,3.9
797,120,K8,0,3.8,3.9,3.9,,,3.2,,0,0,0,0,0,0,,0,0,0,0,3.8
798,78,K8,0,2.8,2,1.1333333333333333,,,4,,,0,0,0,,,,,0,0,0,2.5
798,123,K8,0,1.8666666666666667,1,1.1,,,4,,,0,0,0,,0,,0,0,0,0,1.7
798,130,HS,0,2.466666666666667,0.6666666666666667,4,4,2,,,,0,0,0,,,,0,0,0,0,2.1
798,133,K8,0,1.9,1.2000000000000002,3.8666666666666667,,,,,,0,0,0,,0,,0,0,0,0,1.8
800,5,K8,0,2.5999999999999996,2.5999999999999996,3.7333333333333334,,,,,,,,0,,,,,0,0,0,2.7
800,15,K8,0,2.5999999999999996,2,4,,,,,,,,0,,,,,0,0,0,2.5
800,20,K8,0,2.5999999999999996,1.4,3,,,,,,,,0,,,,,0,0,0,2.2
800,25,HS,0,2.5999999999999996,3.0666666666666664,4,4,4,,,,,,,,,,,0,0,0,3.2
800,30,K8,0,3.6,2.2666666666666666,4,,,,,,,,0,,,,0,0,0,0,3.1
800,45,HS,0,2.7333333333333334,0.26666666666666666,3.8666666666666667,4,3.4,,,,,,0,,,,,0,0,0,2.3
800,51,K8,0,2.5999999999999996,3.6,3.1333333333333333,,,,,,,0,0,,,,0,0,0,0,3.1
800,60,K8,0,1.6,2.1333333333333333,4,,,,,,,,0,,,,,0,0,0,2.1
810,10,K8,0,2.1999999999999997,1.8666666666666667,3.4,,,,,,,,0,,,,0,0,0,0,2.2
810,15,K8,0,4,4,3.6,,,,,,,,0,,,,,0,0,0,4
810,17,K8,0,2.1999999999999997,1.6,3.8,,,,,,,,0,,,,,0,0,0,2.1
810,25,HS,0,2,0,4,4,3.6,,,,,,0,,,,,0,0,0,2
820,25,K8,0,2,1,2,,,,,,,,0,,,,0,0,0,0,1.6
820,30,K8,0,1.2000000000000002,0.4,3.6,,,,,,,,1,,,,0,1,2,1,1.1
820,35,K8,0,2,2.8666666666666663,4,,,,,,,,0,,,,,0,0,0,2.5
820,40,K8,0,2,2,3.6,,,,,,,,0,,,,0,0,0,0,2.2
820,55,K8,0,3.4,3.6,4,,,,,,,,0,,,,,0,0,0,3.5
820,60,HS,0,2,1.8,1.4,3.4,2.8,,,,,,0,,,,0,0,0,0,2.1
820,75,K8,0,2.8,1.7333333333333334,3.6,,,,,,,,0,,,,1,0,1,1,2.5
820,80,HS,0,1.6,2.1999999999999997,4,3.6,3.2,,,,,,0,,,,1,0,1,1,2.4
820,85,K8,0,1.6,2,4,,,,,,,,0,,,,,0,0,0,2
820,95,K8,0,3.6,3.8,3.6,,,,,,,,0,,,,,0,0,0,3.7
820,100,K8,0,3,3.4,3,,,,,,,,0,,,,0,0,0,0,3.2
820,110,K8,0,1.8,0.4,4,,,,,,,,0,,,,0,0,0,0,1.5
820,115,K8,0,2.1999999999999997,0.8,3.6,,,,,,,,0,,,,,0,0,0,1.8
820,150,K8,0,1.8,3.466666666666667,2.8,,,,,,,,0,,,,0,0,0,0,2.6
820,155,K8,0,3.6,3.8,3.4,,,,,,,,0,,,,,0,0,0,3.7
820,170,K8,0,4,3.8,4,,,,,,,,0,,,,,0,0,0,3.9
820,175,K8,0,2,3.4,4,,,,,,,,0,,,,0,0,0,0,2.8
820,182,HS,0,1,0.5333333333333333,2.4000000000000004,4,2,,,,,,0,,,,,0,0,0,1.4
820,183,HS,0,3,3.2,2.666666666666667,4,4,,,,,,0,,,,,0,0,0,3.3
820,210,K8,0,1.2000000000000002,1.4,4,,,,,,,,0,,,,0,0,0,0,1.6
820,215,K8,0,3.6,3.8,1.6666666666666665,,,,,,,,0,,,,0,0,0,0,3.5
820,220,K8,0,4,0.6000000000000001,4,,,,,,,,,,,,,0,0,0,2.6
821,5,K8,0,2.4000000000000004,3.6,3.7333333333333334,,,,,,,,0,,,,,0,0,0,3
821,7,K8,0,3.6,2.8,3.8666666666666667,,,,,,,,0,,,,,0,0,0,3.3
821,20,K8,0,1.8666666666666667,2.5999999999999996,2.8666666666666663,,,,,,,0,0,,,,0,0,0,0,2.3
821,25,K8,0,4,2.5999999999999996,4,,,,,,,,0,,,,,0,0,0,3.4
821,30,K8,0,3.2,2.466666666666667,3.6,,,,,,,,0,,,,0,0,0,0,2.9
821,35,K8,0,2.5999999999999996,1,4,,,,,,0,0,0,,,,0,0,0,0,2.1
821,45,HS,0,2.7333333333333334,3.2,2.5999999999999996,3.6,3.6,,,,,,0,,,,0,0,0,0,3.1
821,50,HS,0,4,4,4,3,4,,,,,,,,,,,0,0,0,4
822,10,HS,0,3.6,3.3333333333333335,3.7333333333333334,3.6,3.0666666666666664,0,,,0,0,0,,,,0,0,0,0,3.1
822,15,K8,0,3.1333333333333333,2,3.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,2.7
822,20,K8,0,3.6,2.8666666666666663,2.8666666666666663,,,,,,,0,0,,,,,0,0,0,3.2
822,25,K8,0,3.4,3.466666666666667,3.1333333333333333,,,,,,,,0,,,,0,0,0,0,3.4
822,28,K8,0,3.6,4,3.7333333333333334,,,,,,,,0,,,,,0,0,0,3.8
822,30,K8,0,2.8666666666666663,1.4,4,,,,,,0,0,0,,,,0,0,0,0,2.4
822,32,K8,0,3.2,1.8666666666666667,2.8666666666666663,,,,,,,,0,,,,,0,0,0,2.6
822,40,K8,0,3.2,0.9,1.2666666666666666,,,,,0,0,0,1,,0,,0,0,1,1,2.1
822,45,K8,0,2.5999999999999996,1.4,3.7333333333333334,,,,,,0,0,0,,0,,0,0,0,0,2.2
822,50,K8,0,3.4,3.2,2.7333333333333334,,,,,,,,0,,,,0,0,0,0,3.3
822,55,K8,0,2.8,3.8666666666666667,2.1333333333333333,,,,,,,,0,,,,0,0,0,0,3.2
830,3,K8,0,4,3.7,3.8666666666666667,,,,,,0,0,0,,,,,0,0,0,3.9
830,5,K8,0,3.6,1.8666666666666667,3.8666666666666667,,,,,,,,,,,,0,0,0,0,2.9
830,7,HS,0,2.7333333333333334,0.4,3.1333333333333333,3.4,2.8,,,,0,0,,,,,0,0,0,0,2.1
830,10,K8,0,3.6,0.4,4,,,,,,,,0,,,,,0,0,0,2.4
830,15,K8,0,3.8666666666666667,3.466666666666667,3.0666666666666664,,,,,,0,0,0,,,,0,0,0,0,3.6
830,25,HS,0,2.1,3.5,4,3,0,1,,,0,0,0,,0,,0,0,0,0,2.2
830,30,K8,0,2.1333333333333333,3.8,3.5,,,2.1,,,0,0,0,,0,,0,0,0,0,2.9
830,35,K8,0,2.5999999999999996,0.5,2.8,,,3.8666666666666667,,,,0,0,,,,,0,0,0,2
830,40,HS,0,3.0666666666666664,2.466666666666667,3.2666666666666666,2.466666666666667,2.6666666666666665,0,,,0,0,0,,,,0,0,0,0,2.5
830,50,K8,0,2.5999999999999996,2.8,2.1,,,4,,,0,0,0,,0,,0,0,0,0,2.8
830,51,K8,0,3.7333333333333334,3.8666666666666667,4,,,,,,0,0,0,,0,,0,0,0,0,3.8
830,52,K8,0,4,0.8,4,,,,,,,,,,,,0,0,0,0,2.7
830,53,HS,0,4,4,4,4,4,,,,,,,,,,,0,0,0,4
830,54,K8,0,2.7333333333333334,2.2,4,,,4,,,,0,0,0,0,,,0,0,0,2.8
830,55,K8,0,4,3.6,3,,,,,,,0,0,,,,,0,0,0,3.7
830,56,K8,0,3.8666666666666667,0.8,3.7333333333333334,,,3,,0,0,0,0,,0,,0,0,0,0,2.7
830,57,K8,0,3.6,0.4,4,,,,,,0,0,0,,,,0,0,0,0,2.4
830,60,K8,0,2.5999999999999996,1.2000000000000002,3,,,3.8,,,,0,0,,0,,,0,0,0,2.3
830,65,K8,0,3.6,3.7,3.6,,,,,,0,0,0,,,,,0,0,0,3.6
830,70,K8,0,2.5999999999999996,2.7333333333333334,4,,,,,,,,0,,,,0,0,0,0,2.8
830,75,K8,0,3,2.8,0.8,,,,,,,,,,,,,0,0,0,2.7
830,80,K8,0,4,2.2,4,,,,,,,,,,,,,0,0,0,3.3
830,85,HS,0,1.4,0.4,2.8,3.6,3.6,,,,,,0,,,,0,0,0,0,1.8
830,90,K8,0,2.5999999999999996,0.4,3.7333333333333334,,,,,,,0,0,,,,0,0,0,0,1.8
830,93,HS,0,4,1,4,4,0,,,,,,,,,,,0,0,0,2.3
830,95,K8,0,4,4,1.6,,,,,,,,0,,,,,0,0,0,3.8
830,97,K8,0,2.1999999999999997,3.4,3.4,,,2,,,0,0,0,,0,,1,0,1,1,2.7
830,100,K8,0,1.7333333333333334,0.4,2.4000000000000004,,,1,,,0,0,0,,0,,0,0,0,0,1.3
830,101,K8,0,3.8,2.1,3.7333333333333334,,,4,,,0,0,,,,,0,0,0,0,3.2
830,102,HS,0,3.3333333333333335,3.6,3.2666666666666666,4,3.0666666666666664,,,,0,0,0,,,,0,0,0,0,3.4
830,104,K8,0,2,2,3.4,,,2,,,0,0,0,,0,,0,0,0,0,2.1
830,105,K8,0,3.6,1.2666666666666666,3.8666666666666667,,,,,,0,0,0,,,,0,0,0,0,2.7
830,107,K8,0,2.333333333333333,1.2666666666666666,3.1333333333333333,,,,,,0,0,0,,0,,0,0,0,0,2
830,109,K8,0,2.8,2.9,1.6,,,3,,,0,0,0,0,0,,0,0,0,0,2.7
830,112,K8,0,3.8666666666666667,2.7333333333333334,4,,,,,,,0,0,,,,0,0,0,0,3.4
830,113,K8,0,2.466666666666667,3.3,3.8,,,4,,,0,0,0,,0,,0,0,0,0,3
830,115,K8,0,3.6,2.1333333333333333,4,,,,,,,,0,,,,0,0,0,0,3.1
830,117,K8,0,2.1999999999999997,2,3.2,,,,,,,,0,,,,0,0,0,0,2.2
830,120,HS,0,3,3.2,2.4000000000000004,2.5999999999999996,0,,,,,,0,,,,,0,0,0,2.4
830,125,HS,0,2.7333333333333334,1.8666666666666667,3.1333333333333333,2.1999999999999997,2.4,,,,,,0,,,,,0,0,0,2.4
830,130,K8,0,3.2,1.1,3.7333333333333334,,,,,,0,0,0,,0,,0,0,0,0,2.4
830,135,K8,0,3.466666666666667,3.9,3.7333333333333334,,,,,,0,0,0,,0,,0,0,0,0,3.7
830,140,K8,0,2.5999999999999996,0.7000000000000001,4,,,4,,,,0,0,,0,,0,0,0,0,2.2
830,150,K8,0,3.6,0.6666666666666667,4,,,,,,,,0,,,,0,0,0,0,2.5
830,152,K8,0,2.7333333333333334,1,3,,,,,,,0,0,,,,0,0,0,0,2.1
830,155,HS,1,,,4,,,,,,,,,,,,,,0,0,4
830,160,K8,0,3.8,3.3333333333333335,4,,,,,,,0,,,,,0,0,0,0,3.6
840,2,K8,0,2.8666666666666663,1.2666666666666666,3.8666666666666667,,,,,,0,0,0,,,,0,0,0,0,2.3
840,4,K8,0,3.7333333333333334,3.6,3.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,3.7
840,7,K8,0,3.6,3,3.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,3.4
840,11,HS,0,2.5999999999999996,1.8666666666666667,4,3.8,3.2,,,,0,0,0,,,,,0,0,0,2.7
840,12,K8,0,3.3333333333333335,1.8666666666666667,2.8666666666666663,,,,,,0,0,0,,,,0,0,0,0,2.7
840,13,K8,0,1.8666666666666667,2.1333333333333333,4,,,,,,0,0,0,,,,0,0,0,0,2.2
840,14,K8,0,2,2.1333333333333333,2.1333333333333333,,,,,,0,0,0,,,,0,0,0,0,2.1
840,15,HS,0,2.7333333333333334,3.8666666666666667,3.4,4,0,,,,0,0,0,,,,,0,0,0,2.7
840,17,K8,0,1.8666666666666667,1.6,3,,,,,,0,0,0,,,,0,0,0,0,1.9
840,20,K8,0,2.333333333333333,0.13333333333333333,3.4,,,,,,0,0,0,,,,0,0,0,0,1.6
840,45,K8,0,3.7333333333333334,3.6,3.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,3.7
840,48,K8,0,3.6,4,4,,,,,,0,0,0,,,,0,0,0,0,3.8
840,50,HS,0,3.466666666666667,3.6,4,4,2.933333333333333,,,,0,0,0,,,,0,0,0,0,3.5
850,5,K8,0,3.7333333333333334,3.9,2.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,3.7
850,10,HS,0,3.2,2,4,3,4,,,,,,,,,,,0,0,0,3.1
850,15,K8,0,3.3333333333333335,3.8666666666666667,4,,,,,,0,0,0,,,,0,0,0,0,3.6
860,5,K8,0,1.7333333333333334,0.2,2.533333333333333,,,,,,,0,0,,1,,1,0,2,1,1.2
860,15,K8,0,3.4,1.8666666666666667,4,,,4,,,,,0,,,,0,0,0,0,3
860,25,K8,0,3.4,2.8666666666666663,2.4000000000000004,,,,,,,,0,,,,,0,0,0,3.1
860,30,K8,0,3,2,4,,,,,,,,,,,,,0,0,0,2.7
860,35,HS,0,1.2666666666666666,1.7333333333333334,2.1333333333333333,4,3.2,2,,,,,0,,,,,0,0,0,2.1
860,40,K8,0,2,2.2666666666666666,2.2666666666666666,,,,,,,,0,,,,,0,0,0,2.1
870,5,K8,0,2,2.2,3.6,,,,,,,,,,,,,0,0,0,2.2
870,25,K8,0,2,2.2666666666666666,4,,,,,,,,0,,,,0,0,0,0,2.3
870,35,K8,0,2,2,2.5999999999999996,,,,,,,,0,,,,,0,0,0,2.1
870,40,K8,0,1,0.8,1.8,,,,,,,,0,,,,,1,1,1,1
870,45,K8,0,2.5999999999999996,2,3.4,,,,,,,,0,,,,,0,0,0,2.4
870,55,HS,0,2.4,1.9999999999999998,2.4000000000000004,4,1.4,,,,,,0,,,,,0,0,0,2.2
870,57,K8,0,1,0.4,2.8,,,,,,,,1,,,,0,1,2,1,0.9
870,60,K8,0,0.4,0,3.8666666666666667,,,,,,0,0,0,,1,,1,1,3,1,0.6
870,70,K8,1,,0.5333333333333333,,,,,,,,,,,,,,,0,0,0.5
880,30,K8,0,3.4,2,3,,,,,,,,0,,,,,0,0,0,2.8
880,35,HS,0,2.1999999999999997,3.6,2.5999999999999996,4,2,,,,,,,,,,,0,0,0,2.7
890,10,K8,0,2.5999999999999996,0,3.6,,,,,,,0,0,,,,0,0,0,0,1.7
890,20,K8,0,0.8666666666666667,0.4,3.9,,,1,,,,0,0,0,1,,,0,1,1,1
890,30,K8,0,1.8,0.6666666666666667,3.1333333333333333,,,2,,,,0,0,,,,,0,0,0,1.6
890,38,K8,0,2.5999999999999996,2.5,1.7,,,2.7333333333333334,,,,0,0,0,0,,0,0,0,0,2.5
890,40,K8,0,2,1.4,3.2,,,,,,,,0,,,,,0,0,0,1.9
890,50,K8,0,2.1333333333333333,1.8666666666666667,4,,,,,,,0,0,,0,,0,0,0,0,2.2
890,63,K8,0,1.2000000000000002,1.1,2.3,,,3.1333333333333333,,,0,0,0,0,0,,0,1,1,1,1.5
890,75,K8,0,1.5,0.2,4,,,0.7333333333333333,,,0,0,0,0,0,,0,0,0,0,1.2
890,80,HS,0,2.5,0.2,3.8,3.7333333333333334,3.1333333333333333,0.1,,,0,0,0,,0,,0,0,0,0,2
890,85,K8,0,2.2,2.2,2.5,,,4,,,,0,0,0,0,,0,0,0,0,2.4
900,25,K8,0,2.4,2.2,1.4,,,,,,,,0,,,,0,0,0,0,2.2
900,30,K8,0,3.4,2.8666666666666663,1.1333333333333333,,,,,,,,0,,,,0,0,0,0,3
900,37,HS,0,2.8666666666666663,1.4,3.7333333333333334,2.5999999999999996,3,,,,,,0,,,,0,0,0,0,2.5
900,38,HS,0,2.7333333333333334,2.1999999999999997,3.6,3.466666666666667,2.5999999999999996,,,,,0,0,,,,0,0,0,0,2.7
900,45,K8,0,2,1.6,2,,,,,,,,0,,,,,0,0,0,1.8
900,50,K8,0,2.5999999999999996,2,2.1333333333333333,,,,,,,,0,,,,0,0,0,0,2.3
900,55,K8,0,3.8,3.8666666666666667,3.4,,,,,,,,0,,,,0,0,0,0,3.8
900,60,K8,0,2.4,2,3,,,,,,,,0,,,,0,0,0,0,2.3
900,65,K8,0,3.6,3.8666666666666667,1.4,,,,,,,0,0,,,,0,0,0,0,3.5
900,75,K8,0,2.8,2.8666666666666663,2.8666666666666663,,,,,,,,0,,,,0,0,0,0,2.8
900,80,K8,0,3.2,2,2.5999999999999996,,,,,,,,0,,,,0,0,0,0,2.7
900,90,K8,0,1.8,0.4,2.2,,,,,,,,1,,,,0,1,2,1,1.3
900,95,K8,0,3.6,3.2,1.6,,,,,,,,0,,,,0,0,0,0,3.2
900,105,HS,0,4,2,3.6,4,4,,,,,,,,,,,0,0,0,3.4
900,110,K8,0,3,3.7333333333333334,2.8,,,,,,,,0,,,,0,0,0,0,3.3
901,7,K8,0,3.6,3.8,4,,,4,,,,0,0,0,0,,,0,0,0,3.8
901,15,K8,0,3.8666666666666667,0.6000000000000001,3.7333333333333334,,,4,,,,0,0,,,,0,0,0,0,2.7
901,16,K8,0,3.6,0.4,3.6,,,0,,0,0,0,0,0,0,,0,0,0,0,2.1
901,18,K8,0,3.7333333333333334,3.5,3.3,,,4,,,,0,0,,,,0,0,0,0,3.6
901,20,K8,0,3.6,3.3,3.4,,,4,,,,0,0,,,,,0,0,0,3.5
901,35,K8,0,3.2,3.5,1,,,0.9,,0,0,0,0,0,0,,0,0,0,0,2.9
901,37,K8,0,2,3.3333333333333335,3.8666666666666667,,,4,,,0,0,0,,,,,0,0,0,2.9
901,40,K8,0,2.4,2.1,2.5999999999999996,,,4,,,0,0,0,,,,,0,0,0,2.5
901,45,HS,0,3.2,3.5,2.1,3.7333333333333334,2.933333333333333,2,,,0,0,0,,0,,0,0,0,0,3
901,55,K8,0,4,4,4,,,4,,,,0,0,,,,,0,0,0,4
901,65,K8,0,4,3.7333333333333334,4,,,,,,,,,,,,,0,0,0,3.9
910,5,K8,0,1.8000000000000003,2.2,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2
910,10,HS,0,2,2.5999999999999996,1.4,3,3,,,,,,,,,,,0,0,0,2.4
910,15,K8,0,2.4,3.6,2.6,,,,,,,,0,,,,0,0,0,0,2.9
910,25,HS,0,1.8000000000000003,1.8000000000000003,4,,,,,,,,,,,,,,0,0,2.1
910,35,HS,0,2.8,2,4,4,4,,,,,,,,,,,0,0,0,3
910,40,K8,0,2.1999999999999997,3.6,4,,,,,,,,0,,,,,0,0,0,2.9
910,45,K8,0,2.4,1.6,2.4000000000000004,,,,,,,,0,,,,1,0,1,1,2.1
920,5,K8,0,4,3.8666666666666667,4,,,,,,,,0,,,,,0,0,0,3.9
920,7,K8,0,2.5999999999999996,3.2,4,,,,,,,,0,,,,0,0,0,0,3
920,10,HS,0,1.8000000000000003,1.8,4,3.2,3.6,,,,,,0,,,,,0,0,0,2.5
920,15,HS,0,2.4000000000000004,3,4,4,4,,,,,,,,,,,0,0,0,3.1
920,25,HS,0,2.5999999999999996,2.5999999999999996,3.6,4,4,,,,,,,,,,,0,0,0,3.1
920,35,K8,0,3.6,1.1,3.8666666666666667,,,,,,0,0,0,,,,,0,0,0,2.6
920,40,HS,0,3.8666666666666667,2.5999999999999996,4,3.4,3.6,,,,,,0,,,,,0,0,0,3.4
920,45,K8,0,2.5999999999999996,1.1333333333333333,4,,,,,,0,0,0,,,,0,0,0,0,2.2
920,60,K8,0,2.5999999999999996,0,2.2,,,,,,,,0,,,,,0,0,0,1.5
930,10,K8,0,2,2,3.6,,,,,,,,0,,,,,0,0,0,2.2
930,15,K8,0,3,2.8,2.4,,,,,,,,0,,,,,0,0,0,2.9
930,25,K8,0,2.1999999999999997,0.8,2,,,,,,,,0,,,,,0,0,0,1.6
930,35,K8,0,4,1,4,,,,,,,,0,,,,,0,0,0,2.8
930,37,K8,0,2.5999999999999996,2,2.5999999999999996,,,,,,,,0,,,,,0,0,0,2.4
930,40,HS,0,2.7333333333333334,2.7333333333333334,4,2.8,3.2,,,,,,0,,,,0,0,0,0,3
930,50,K8,0,1.7333333333333334,0.4,3.4,,,,,,0,0,0,,,,0,0,0,0,1.4
930,60,K8,0,1.4,2.8666666666666663,2.1333333333333333,,,,,,,,0,,,,0,0,0,0,2.1
940,4,K8,0,4,2.4,4,,,,,,,0,,,,,0,0,0,0,3.4
940,5,K8,0,4,2.4,3.8,,,,,,,0,,,,,,0,0,0,3.3
940,12,HS,0,3.6,0.4,2.5999999999999996,3.4,4,,,0,,0,,,,,0,0,0,0,2.6
940,17,HS,0,3.6,0.1,3.5,3.3333333333333335,3.0666666666666664,1.8,,,0,0,0,,0,,0,0,0,0,2.4
940,20,K8,0,4,0.4,4,,,,,,,,,,,,,0,0,0,2.6
940,22,K8,0,4,3.8666666666666667,4,,,,,0,,0,,,,,0,0,0,0,3.9
940,23,K8,0,3.6,1.5333333333333334,3.8,,,,,,,0,,,,,0,0,0,0,2.8
940,27,K8,0,4,2,4,,,,,0,,0,,,,,,0,0,0,3.2
940,28,K8,0,4,0.6000000000000001,4,,,,,0,,0,,,,,0,0,0,0,2.6
940,30,K8,0,4,1.8000000000000003,3.3333333333333335,,,,,,,,,,,,,0,0,0,3.1
940,33,K8,0,3.6,3,3.7333333333333334,,,,,,,0,0,,0,,0,0,0,0,3.4
940,35,HS,0,2.0666666666666664,1.4,3.7333333333333334,3,4,,,,,,,,,,,0,0,0,2.5
940,40,HS,0,3.6,3.6,2.7333333333333334,4,4,2,,,,0,,,,,,0,0,0,3.5
940,41,K8,0,3.4,3.1,3.8,,,,,0,0,0,,,0,,0,0,0,0,3.3
940,42,HS,0,3.6,2,4,4,4,,,,,,,,,,,0,0,0,3.3
940,45,K8,0,4,1.6,4,,,,,,,,,,,,,0,0,0,3
940,46,K8,0,4,3.6,4,,,,,0,0,0,,,0,,0,0,0,0,3.8
940,48,K8,0,3.6,2.5999999999999996,4,,,3.8,,,,0,,,0,,0,0,0,0,3.3
940,49,K8,0,3.4,3.9,3.8,,,,,0,0,0,,,0,,0,0,0,0,3.6
940,50,K8,0,3.8,3.466666666666667,3.6,,,,,,,0,,,0,,0,0,0,0,3.6
940,52,HS,0,3.6,3.6,3.6,3.6,3.6,,,,,0,,,0,,0,0,0,0,3.6
940,54,K8,0,3.6,3.7,4,,,,,0,0,0,,,0,,0,0,0,0,3.7
940,57,K8,0,4,1.6,3.8,,,,,,,,,,,,,0,0,0,3
940,58,K8,1,,3.4,,,,,,,,,,,,,,,0,0,3.4
940,59,K8,0,4,0.9333333333333335,3.8666666666666667,,,4,,0,,0,,0,,,0,0,0,0,2.9
940,60,K8,0,4,3.2,4,,,,,0,,,,,,,,0,0,0,3.7
940,61,K8,0,3.4,2,4,,,,,,0,0,,,0,,0,0,0,0,2.9
940,63,HS,0,4,0.8,4,4,4,,,,,,,,,,,,0,0,3
940,64,K8,0,4,1.8,3.8,,,,,,,,,,,,,0,0,0,3.1
940,65,K8,0,3.6,2.2666666666666666,4,,,4,,,,0,,,,,0,0,0,0,3.2
940,66,K8,0,3.6,3.6,2.5999999999999996,,,,,0,0,0,,,0,,0,0,0,0,3.5
940,67,K8,0,4,3.8666666666666667,4,,,,,0,0,0,,,0,,0,0,0,0,3.9
940,68,K8,0,2.4,1.6,4,,,,,0,,,,,,,0,0,0,0,2.2
940,71,K8,0,4,3.8,4,,,,,,,0,,,,,,0,0,0,3.9
940,72,K8,0,3.6,3.5,4,,,,,0,0,0,,,,,0,0,0,0,3.6
940,74,HS,0,4,3.6,4,3.4,4,,,0,0,0,,,,,0,0,0,0,3.9
940,76,K8,0,4,1.4,4,,,,,,,,,,,,,0,0,0,3
940,77,K8,0,4,2.4000000000000004,4,,,4,,0,0,0,,,,,,0,0,0,3.4
940,78,K8,0,4,3.6,4,,,,,0,0,0,,,,,,0,0,0,3.8
940,79,HS,0,3.4,1.8666666666666667,2.5999999999999996,3.8,2.8,,,,,0,,,,,0,0,0,0,2.8
940,80,K8,0,4,3,4,,,,,0,,0,,,,,,0,0,0,3.6
