system,school,pool,designation_ineligible,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa,targeted_support_Native,targeted_support_Asian,targeted_support_Black,targeted_support_BHN,targeted_support_ED,targeted_support_EL,targeted_support_Hispanic,targeted_support_HPI,targeted_support_SWD,targeted_support_White,targeted_support_subgroups,targeted_support,final_average
330,58,K8,0,2.8,3.9,3.0999999999999996,,,4,,,0,0,0,,0,,,0,0,0,3.3
330,59,HS,0,3.7333333333333334,3.8,4,3.8,3.4,,,,0,0,0,,,,,0,0,0,3.7
330,62,K8,0,3.6,4,4,,,3.6,,0,0,0,0,0,0,,0,0,0,0,3.8
330,63,K8,0,2.1333333333333333,3.8666666666666667,4,,,1.8,,,0,0,0,0,0,,,0,0,0,2.9
330,64,K8,0,1.2000000000000002,2.2,2.5,,,0.9,,,0,0,0,0,0,,0,,0,0,1.7
330,65,K8,0,2,3.8,4,,,3,,,0,0,0,0,0,,0,0,0,0,2.9
330,70,HS,0,2.7333333333333334,3.6,3.6,3.8,1.6,1.1333333333333333,,,0,0,0,,0,,,0,0,0,2.7
330,75,K8,0,1.1,2.8,4,,,1,,,0,0,0,0,0,,0,0,0,0,2
330,78,K8,0,2.1333333333333333,3.8,4,,,2,,,0,0,0,0,0,,,,0,0,2.9
330,85,K8,0,3.6,3.6,2.8666666666666663,,,4,,,,0,0,,,,,0,0,0,3.6
330,86,HS,0,4,4,4,4,0,,,,,,,,,,,0,0,0,3.2
330,90,K8,0,2.5999999999999996,2.1333333333333333,3.8666666666666667,,,,,,0,0,0,,,,,0,0,0,2.5
330,95,HS,0,2,3.2,4,2,0.4,,,,,,,,,,,0,0,0,2.2
330,97,K8,0,2.7333333333333334,1.7333333333333334,3.4,,,,,,0,0,0,,,,0,,0,0,2.4
330,100,K8,0,3.6,1.5333333333333334,4,,,,,,0,0,0,,0,,0,0,0,0,2.8
330,110,K8,0,1,2.5999999999999996,4,,,,,,,,,,,,,,0,0,1.9
330,120,K8,0,3.466666666666667,3.466666666666667,3.8666666666666667,,,,,,,0,0,,,,0,0,0,0,3.5
330,125,K8,0,4,4,4,,,,,,,,,,,,,0,0,0,4
330,127,K8,0,2.8,3.5,3.0999999999999996,,,3,,,0,0,0,0,0,,0,0,0,0,3.1
330,128,HS,0,2.0666666666666664,3.5,2.2666666666666666,2.1333333333333333,2.5999999999999996,3,,,0,0,0,,,,0,0,0,0,2.6
330,129,K8,0,2.2,3.8,2.2,,,0.8666666666666667,,,0,0,0,0,0,,0,0,0,0,2.6
330,133,K8,0,1.8,1.2666666666666666,4,,,,,,0,0,0,,,,,,0,0,1.8
330,137,HS,0,1,0.30000000000000004,4,3.6,0,0,,,,,,,,,,,0,0,1
330,147,K8,0,3.4,1.2666666666666666,3.6,,,,,,,,0,,,,0,0,0,0,2.6
330,148,K8,0,2.8,3.8,2.6999999999999997,,,1.2666666666666666,,,0,0,0,0,0,,0,0,0,0,3
330,149,K8,0,4,3,4,,,,,,,,,,,,,0,0,0,3.6
330,155,K8,0,3.8666666666666667,3.8666666666666667,3.9,,,4,,,,0,0,,,,0,0,0,0,3.9
330,157,K8,0,1.8,0.4,1.4,,,0.13333333333333333,,0,1,1,1,0,0,,0,1,4,1,1.1
330,159,K8,0,3.8,3.8666666666666667,3.7333333333333334,,,,,,0,0,0,,,,,,0,0,3.8
330,160,HS,0,1.7,0.30000000000000004,2.5,2.1333333333333333,3.6,0,,,0,0,0,,0,,0,0,0,0,1.7
330,162,K8,0,4,3.8,4,,,,,0,0,0,,,,,,0,0,0,3.9
330,165,HS,0,2,2,4,4,3,,,,,,,,,,,,0,0,2.5
330,171,K8,0,2.5999999999999996,4,1.4,,,3,,,0,0,0,0,0,,0,0,0,0,3
330,175,HS,0,2.6999999999999997,3.7,4,3.1333333333333333,2,1,,,0,0,0,,,,0,0,0,0,2.8
330,180,K8,0,3.3333333333333335,4,3.7,,,0,,,0,0,0,,0,,0,0,0,0,3.3
330,183,K8,0,2.8,3.7333333333333334,2.1333333333333333,,,,,,0,0,0,,,,,0,0,0,3.1
330,190,HS,0,3,3.8,4,4,4,,,,,,,,,,,0,0,0,3.6
330,194,K8,0,1,3,4,,,3,,,,,,,,,,,0,0,2.2
330,196,HS,0,3.8,1.1333333333333333,3.8,4,0,,,,,,0,,,,,0,0,0,2.3
330,200,K8,0,1.1333333333333333,0.4,3.0999999999999996,,,1,,,,,,,,,,,0,0,1.1
330,210,HS,0,3.2,0.26666666666666666,3.7333333333333334,4,4,,,,,,,,,,,0,0,0,2.6
330,215,K8,0,2.5999999999999996,3.3333333333333335,4,,,,,,,,0,,,,,0,0,0,3
330,220,HS,0,3.8666666666666667,1.8666666666666667,3.7333333333333334,1.8,3,,,,,,0,,,,0,0,0,0,3
330,225,K8,0,2.5999999999999996,2,4,,,,,,,,0,,,,0,0,0,0,2.5
330,230,K8,0,3.6,3.4,4,,,,,,,,0,,,,0,0,0,0,3.6
330,235,K8,0,3.4,2,3.2,,,4,,,0,0,0,0,0,,0,0,0,0,3
330,237,HS,0,1.4,3.6,3.7333333333333334,4,4,2,,,0,0,0,,,,,,0,0,2.9
330,239,K8,0,2.1333333333333333,3.7,3,,,1,,,0,0,0,,0,,0,,0,0,2.7
330,240,K8,0,4,3.6,4,,,,,,,,,,,,,0,0,0,3.8
330,241,K8,0,3,2.466666666666667,2.1333333333333333,,,,,,,,0,,,,,0,0,0,2.7
330,245,K8,0,1.8,3,2.7333333333333334,,,,,,,,,,,,,,0,0,2.4
330,260,K8,0,4,3.7333333333333334,2.333333333333333,,,,,,0,0,0,,,,0,0,0,0,3.7
330,265,K8,0,3.6,3.8666666666666667,3.6,,,,,,0,0,,,,,0,0,0,0,3.7
330,280,HS,0,3.8,2,3.8,4,4,,,,,,,,,,,0,0,0,3.3
330,8001,K8,0,3,3.7333333333333334,4,,,3.1333333333333333,,,0,0,0,0,0,,,,0,0,3.4
330,8002,HS,0,2,2,2.8,4,4,,,,,,,,,,,0,0,0,2.6
330,8003,K8,0,3,4,2.8,,,1.8666666666666667,,,0,0,,,0,,,,0,0,3.2
330,8010,K8,0,1.1333333333333333,3.8666666666666667,4,,,0,,,0,0,0,0,0,,,,0,0,2.3
330,8011,K8,1,,3.8666666666666667,,,,,,,,,,,,,,,0,0,3.9
340,20,K8,0,0.4,0,2.2,,,,,,,,1,,,,0,1,2,1,0.4
340,25,HS,0,1,1.4,3.2,4,0,,,,,,0,,,,,0,0,0,1.3
350,5,K8,0,0.8666666666666667,0.26666666666666666,4,,,,,,0,0,0,,,,0,0,0,0,0.9
350,10,K8,0,1.1333333333333333,4,3.1333333333333333,,,,,,0,0,0,,,,0,0,0,0,2.5
350,15,HS,0,2.1999999999999997,1.7333333333333334,4,1.6,2.5999999999999996,,,,0,0,0,,,,,0,0,0,2.3
350,25,K8,0,2.2,3.4,4,,,,,,0,0,0,,,,,,0,0,2.9
350,30,K8,0,3,1,4,,,,,,,,,,,,,0,0,0,2.3
350,35,K8,0,2,2,3.6,,,,,,,0,0,,,,,0,0,0,2.2
350,40,HS,0,1,0.4,4,2.6,2.1999999999999997,,,,0,0,0,,,,,0,0,0,1.4
350,45,K8,0,2,1.4,1.8666666666666667,,,,,,0,0,0,,,,,0,0,0,1.7
350,55,K8,0,2,1.2000000000000002,4,,,,,,0,0,0,,,,,,0,0,1.9
360,15,HS,0,2.466666666666667,2.1999999999999997,3.2666666666666666,3.6,3.6,,,,,,0,,,,0,0,0,0,2.8
360,17,K8,0,1.6,3.3333333333333335,4,,,,,,0,0,0,,,,0,0,0,0,2.5
360,19,K8,0,2.4000000000000004,1.4,4,,,,,,,,0,,,,,0,0,0,2.2
360,21,K8,0,2,2.2666666666666666,3,,,,,,,,0,,,,,0,0,0,2.2
360,45,K8,0,1.1333333333333333,0.8666666666666667,1.7333333333333334,,,,,,,1,1,,,,0,1,3,1,1.1
360,50,K8,0,2,2.5999999999999996,4,,,,,,,,0,,,,,0,0,0,2.4
360,67,K8,0,4,2.8,4,,,,,,,,0,,,,,0,0,0,3.5
370,10,K8,0,1.8,1.2000000000000002,3.6,,,,,,,,0,,,,0,0,0,0,1.7
370,15,K8,0,1.2,2,1.4,,,,,,,,0,,,,,0,0,0,1.5
370,17,HS,0,2.8666666666666663,3.6,2.1333333333333333,3.4,2.1999999999999997,,,,,,0,,,,0,0,0,0,2.9
370,20,K8,0,2.5999999999999996,3.4,4,,,,,,,,0,,,,,0,0,0,3.1
370,23,K8,0,2.4,0.4,1.4,,,,,,,,1,,,,0,0,1,1,1.5
370,25,K8,0,3,0.26666666666666666,2.2,,,,,,,,0,,,,0,0,0,0,1.8
370,30,K8,0,2.5999999999999996,0.8,4,,,,,,,,0,,,,,0,0,0,2
370,45,K8,0,3.4,2,2.8,,,,,,,,0,,,,,0,0,0,2.8
370,55,K8,0,3,1,3.6,,,,,,,,,,,,,0,0,0,2.3
370,60,K8,0,2,2,4,,,,,,,,,,,,,0,0,0,2.2
370,65,K8,0,1.2,1.4,3,,,,,,,,0,,,,,0,0,0,1.5
370,75,K8,0,2,0.6000000000000001,2.2,,,,,,,,0,,,,0,1,1,1,1.5
370,80,K8,0,1,0.13333333333333333,0.4,,,,,,,,1,,,,0,1,2,1,0.6
370,90,K8,0,3,3,4,,,,,,,,0,,,,,0,0,0,3.1
370,95,K8,0,3,1,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2.1
370,100,K8,0,2.5999999999999996,0.8666666666666667,3,,,,,,,,0,,,,0,0,0,0,1.9
370,105,HS,0,2.7333333333333334,0.13333333333333333,3,3.6,2.4,,,,,,0,,,,0,0,0,0,2
371,5,K8,0,2.5999999999999996,3.466666666666667,4,,,,,,,0,0,,,,0,0,0,0,3.1
380,25,K8,0,1.8666666666666667,0.2,2,,,,,,0,0,0,,0,,1,0,1,1,1.2
380,35,K8,0,2,0.26666666666666666,1.8666666666666667,,,2.5999999999999996,,,0,0,0,,,,,0,0,0,1.4
380,40,HS,0,2.5999999999999996,3.2,2.5999999999999996,3.6,2,,,,0,0,0,,,,,0,0,0,2.7
380,45,K8,0,1,2.9,4,,,,,,0,0,0,,0,,0,0,0,0,2.1
390,5,K8,0,3,2,3,,,,,,,,0,,,,,0,0,0,2.6
390,10,K8,0,4,4,2.7333333333333334,,,,,,0,0,0,,,,,0,0,0,3.9
390,15,HS,0,3.0666666666666664,3.6,4,3.2,3.8,,,,0,0,0,,,,,0,0,0,3.5
390,20,K8,0,3.2,0.4,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2
390,38,K8,0,4,1.2000000000000002,4,,,,,,,,0,,,,,0,0,0,2.9
390,39,HS,0,2.4,3.4,4,4,3.2,,,,,,0,,,,,0,0,0,3.1
390,40,K8,0,2.5999999999999996,1.7333333333333334,2.1333333333333333,,,,,,,,0,,,,,0,0,0,2.2
390,45,K8,0,3.8,3.6,2.8666666666666663,,,,,,,,0,,,,0,0,0,0,3.6
390,50,K8,0,4,4,4,,,,,,,,0,,,,,0,0,0,4
391,5,K8,0,2.8,1.7333333333333334,3.7333333333333334,,,,,,0,0,0,,,,,0,0,0,2.5
391,10,K8,0,2.466666666666667,2.8,3.466666666666667,,,,,,0,0,0,,,,,0,0,0,2.7
400,12,K8,0,2.5999999999999996,3.2,2,,,,,,,,0,,,,0,0,0,0,2.8
400,15,K8,0,3.3333333333333335,1.4,3.7333333333333334,,,,,,0,0,0,,,,0,0,0,0,2.6
400,20,K8,0,1.6,0.5333333333333333,2.2666666666666666,,,,,,,,1,,,,,1,2,1,1.2
400,25,HS,0,2.5999999999999996,1.4666666666666666,3,3.8,3.4,,,,0,0,0,,,,,0,0,0,2.5
400,33,K8,0,2.5999999999999996,2.5999999999999996,3.6,,,,,,,,0,,,,,0,0,0,2.7
400,34,K8,0,1.6,1.4,3,,,,,,,,0,,,,,0,0,0,1.7
401,10,K8,0,2.333333333333333,3.7333333333333334,2,,,,,,0,0,0,,,,0,0,0,0,2.9
401,20,K8,0,2.5999999999999996,1.8666666666666667,2.5999999999999996,,,,,,0,0,0,,,,0,0,0,0,2.3
410,7,K8,0,2.466666666666667,0.26666666666666666,3.8666666666666667,,,,,,,0,0,,,,1,0,1,1,1.7
410,16,K8,0,2,0.26666666666666666,3.2,,,,,,,,0,,,,0,0,0,0,1.4
410,17,K8,0,1.2000000000000002,0.26666666666666666,4,,,,,,,,0,,,,1,1,2,1,1.1
410,18,HS,0,1.2000000000000002,0,3.7333333333333334,2,3.6,,,,,,0,,,,,0,0,0,1.6
410,20,K8,0,2,0.26666666666666666,2.4000000000000004,,,,,,,,0,,,,0,1,1,1,1.3
410,30,HS,0,2,2.2,4,3,2.1999999999999997,,,,,,0,,,,,0,0,0,2.4
420,5,K8,0,1.2,0.26666666666666666,3.2,,,,,,,,1,,,,,0,1,1,1
420,10,K8,0,1.4,0.5333333333333333,3.7333333333333334,,,,,,,,0,,,,1,1,2,1,1.3
420,13,HS,0,2.4000000000000004,2,2.8666666666666663,2.5999999999999996,3,,,,,,0,,,,,0,0,0,2.5
420,15,K8,0,1.6,2.8,2.2,,,,,,,,0,,,,,0,0,0,2.1
430,5,K8,0,3.4,3.8,4,,,,,,,,0,,,,,0,0,0,3.6
430,9,K8,0,2.5999999999999996,0.6000000000000001,2,,,,,,,,0,,,,,0,0,0,1.7
430,13,K8,0,2.5999999999999996,0,2,,,,,,,,0,,,,0,0,0,0,1.5
430,15,HS,0,2,1.2000000000000002,2.4000000000000004,3,4,,,,,,,,,,,0,0,0,2.3
430,20,HS,0,3.6,3.2,2.533333333333333,4,3.2,,,,,,0,,,,,0,0,0,3.3
430,25,K8,0,3.2,3.4,4,,,,,,,,0,,,,,0,0,0,3.4
430,30,K8,0,2,0,1.8666666666666667,,,,,,0,0,1,,,,0,1,2,1,1.2
440,5,HS,0,2.8,0,3,4,2.5999999999999996,,,,,,0,,,,,0,0,0,2
440,10,K8,0,2.4,2.8,4,,,,,,,,,,,,0,0,0,0,2.7
440,25,K8,0,2,0.2,4,,,,,,,,0,,,,,0,0,0,1.5
440,50,K8,0,0.8,0.2,2.2,,,,,,,,1,,,,0,1,2,1,0.7
450,10,K8,0,1.8,2,2,,,,,,,,0,,,,0,0,0,0,1.9
450,15,K8,0,1.8,3.9,2.2,,,4,,,,0,0,,,,,0,0,0,2.8
450,17,K8,0,1.2000000000000002,0.7000000000000001,2.2666666666666666,,,0,,,,0,1,,0,,0,1,2,1,1
450,20,HS,0,2.5,3.4,1.4,3.2,2.8,1.1,,,,,0,,,,0,0,0,0,2.6
450,22,K8,0,2.5999999999999996,4,2.2666666666666666,,,,,,,0,0,,,,0,0,0,0,3.1
450,30,K8,0,3,3.4,3.6,,,,,,,,0,,,,,0,0,0,3.2
450,35,K8,0,3,2,3,,,,,,,,0,,,,,0,0,0,2.6
450,40,K8,0,1.2000000000000002,3,1.8,,,,,,,,0,,,,0,0,0,0,2
450,55,K8,0,2.1999999999999997,1.2000000000000002,3.2,,,,,,,,0,,,,,0,0,0,1.9
450,60,K8,0,1.2000000000000002,2.4000000000000004,3.8,,,3,,,,0,0,0,0,,0,0,0,0,2.1
450,70,K8,0,2.5999999999999996,2.7,3.2,,,1.1333333333333333,,,,0,0,,0,,0,0,0,0,2.5
460,5,K8,0,2.5999999999999996,1.8,1,,,,,,,,0,,,,,0,0,0,2.1
460,15,HS,0,1.8,1.4,3.8,4,3.2,,,,,,0,,,,0,0,0,0,2.3
460,16,K8,0,2,0.26666666666666666,3.8,,,,,,,,0,,,,0,0,0,0,1.5
460,25,K8,0,2.5999999999999996,3,3.466666666666667,,,,,,,,0,,,,0,0,0,0,2.8
460,33,K8,0,2,3.6,3.1333333333333333,,,3,,,,,0,,,,0,0,0,0,2.8
470,2,K8,0,2.6999999999999997,1.4,2.2,,,4,,,0,0,0,0,0,,0,0,0,0,2.3
470,3,K8,0,2.2,3.2,2.2,,,2.8666666666666663,,,,0,0,0,0,,0,0,0,0,2.6
470,9,HS,0,1.1333333333333333,0.5,2.3,2,2,1.7333333333333334,,,0,0,0,,,,,,0,0,1.4
470,10,K8,0,3.2,2,2.1333333333333333,,,,,,0,0,0,,0,,0,0,0,0,2.6
470,12,K8,0,3.6,2.2666666666666666,2.9,,,4,,,0,0,0,,,,,0,0,0,3.1
470,14,K8,0,2.6999999999999997,4,1.6,,,1.7,,0,0,0,0,0,0,,0,0,0,0,2.9
470,15,K8,0,4,3.466666666666667,2.5999999999999996,,,,,,,0,,,,,0,0,0,0,3.6
470,17,HS,0,3.2,2.1,2.6,3,3.2,1,,,0,0,0,,,,0,0,0,0,2.6
470,20,K8,0,2.5999999999999996,0.8,2.2,,,,,,,,0,,,,,0,0,0,1.8
470,22,K8,0,2.466666666666667,0.6000000000000001,3.9,,,3.7333333333333334,,,0,0,0,0,0,,,0,0,0,2.1
470,24,K8,0,1.3,0.5,1.6,,,1.9,,,0,0,0,0,0,,0,1,1,1,1.1
470,25,K8,0,3.2,1.8666666666666667,2.533333333333333,,,3,,,,0,0,,,,0,0,0,0,2.6
470,30,K8,0,2.5999999999999996,1.7000000000000002,3.8666666666666667,,,4,,,,,0,,,,0,0,0,0,2.6
470,35,HS,0,2.8666666666666663,3.6,3.8666666666666667,4,2,,,,,,0,,,,,0,0,0,3.1
470,37,K8,0,2,3,2.2666666666666666,,,,,,0,0,0,,,,0,0,0,0,2.4
470,40,K8,0,1.9999999999999998,2.1,4,,,2.9,,,1,0,0,0,0,,0,0,1,1,2.3
470,45,K8,0,2.3,0.6000000000000001,2.8,,,0.8666666666666667,,,1,0,0,0,0,,0,0,1,1,1.6
470,47,HS,0,1.7,3.4,3.0999999999999996,3.7333333333333334,3.466666666666667,1.2666666666666666,,,0,0,0,,,,0,0,0,0,2.7
470,51,K8,0,2,2.4000000000000004,3.6,,,,,,,,0,,,,0,0,0,0,2.3
470,53,K8,0,1.1333333333333333,0.4,2.533333333333333,,,,,,0,0,0,,,,0,1,1,1,1
470,55,K8,0,3,2.5999999999999996,1.4,,,,,,,,,,,,,0,0,0,2.7
470,59,K8,0,2.8666666666666663,1.3,2.2666666666666666,,,2,,,0,0,0,,,,0,0,0,0,2.2
470,61,K8,0,3.0999999999999996,3.9,2.7,,,4,,,0,0,0,0,0,,0,0,0,0,3.4
470,65,HS,0,1.7333333333333334,3.7333333333333334,1.8666666666666667,2.1333333333333333,2.466666666666667,1,,,0,0,0,,,,0,0,0,0,2.3
470,66,K8,0,3.2,0.4,2.5999999999999996,,,4,,0,0,0,1,0,0,,1,0,2,1,2.2
470,67,K8,0,1.9,2.3,3.8666666666666667,,,0,,,0,0,0,,0,,0,0,0,0,2
470,68,K8,0,1.8,1.4,4,,,,,,,,0,,,,0,0,0,0,1.9
470,72,K8,0,3.6,3.8,2.8,,,4,,0,0,0,0,0,0,,0,0,0,0,3.6
470,75,K8,0,3.8,4,2.5999999999999996,,,4,,0,0,0,0,0,0,,0,0,0,0,3.8
470,80,HS,0,3.3333333333333335,3.2,4,4,3.6,1,,0,,0,,,,,0,0,0,0,3.2
470,85,K8,0,3,2,4,,,,,,,,,,,,,0,0,0,2.7
470,87,K8,0,2.8,2.3,4,,,4,,,0,0,0,,,,,0,0,0,2.9
470,90,HS,0,0.9,0.5,3.9,2.2,1.8,1,,,0,0,0,,,,,0,0,0,1.4
470,95,K8,0,3.2,4,3.1333333333333333,,,2.8,,,,0,0,,,,0,0,0,0,3.4
470,100,HS,0,1,0.5333333333333333,3.4,4,3.2,,,,,,0,,,,0,0,0,0,1.7
470,110,K8,0,3.6,3.6,3.466666666666667,,,,,,,,0,,,,0,0,0,0,3.6
470,112,K8,0,1,0.5,1.3,,,3,,,0,0,0,,,,,,0,0,1.1
470,115,HS,0,1.3333333333333333,2.9,4,2.1999999999999997,3.4,0,,,,,0,,,,0,0,0,0,2.3
470,117,K8,0,2.6999999999999997,2.3,4,,,0,,,0,0,0,0,0,,0,0,0,0,2.4
470,120,K8,0,2.5999999999999996,2.8,2.8,,,3.6,,,,0,0,0,0,,0,0,0,0,2.8
470,122,K8,0,0.6,0.2,1.7333333333333334,,,,,,1,1,1,,1,,1,0,5,1,0.6
470,124,K8,0,3.6,0.30000000000000004,3.0999999999999996,,,3.8,,,,0,0,0,0,,0,0,0,0,2.4
470,126,HS,0,3.2,3.1,3.2,2.7333333333333334,3.466666666666667,2,,,0,0,0,,0,,0,0,0,0,3.1
470,138,K8,0,1.2666666666666666,0.5,2.6,,,3,,,0,0,0,0,0,,,1,1,1,1.3
470,145,K8,0,1.5,0.6000000000000001,3,,,3.8666666666666667,,,0,0,1,0,0,,0,0,1,1,1.6
470,147,K8,0,2.0999999999999996,0.8,1.6666666666666665,,,1,,,0,0,0,,0,,1,0,1,1,1.5
470,150,HS,0,1.8,0.30000000000000004,3.0999999999999996,2.8666666666666663,3.466666666666667,0.13333333333333333,,,,0,0,,,,0,0,0,0,1.8
470,165,K8,0,1.1333333333333333,1.2000000000000002,3.0999999999999996,,,2.9,,,0,0,0,0,0,,,,0,0,1.5
470,168,K8,0,1,0,2.4000000000000004,,,,,,0,1,1,,,,,,2,1,0.7
470,170,K8,0,2.5999999999999996,3.3333333333333335,3.8666666666666667,,,,,,,,0,,,,,0,0,0,3
470,172,K8,0,1.8666666666666667,2,3.8666666666666667,,,3.8,,,0,0,0,,,,0,0,0,0,2.3
470,175,K8,0,2,3.6,3.6,,,,,,,,0,,,,,0,0,0,2.8
470,177,K8,0,1,0.7000000000000001,3.7,,,4,,,1,0,0,0,0,,,1,2,1,1.5
470,180,K8,0,2.3,1.7000000000000002,2.5,,,3,,,,0,0,0,0,,0,0,0,0,2.2
470,182,K8,0,2.5999999999999996,0.6000000000000001,2.1333333333333333,,,1,,,0,0,0,,0,,0,0,0,0,1.7
470,185,HS,0,1.9,1.7000000000000002,3.9,2.7333333333333334,3.2,0,,,,0,0,,,,0,0,0,0,2.2
470,187,K8,0,0.30000000000000004,0,4,,,1,,,0,1,0,1,1,,1,1,5,1,0.6
470,195,K8,0,2.7333333333333334,2.5999999999999996,2,,,,,,0,0,0,,,,0,0,0,0,2.6
470,202,K8,0,0.8,2.8666666666666663,2,,,,,,0,0,0,,,,,0,0,0,1.7
470,207,K8,0,2,2.1,3.7,,,2,,,0,0,0,,,,,0,0,0,2.2
470,235,K8,0,3.8,2.5,3,,,2.8,,,,0,,,,,0,0,0,0,3.2
470,250,K8,0,2,4,0.6000000000000001,,,4,,,,,,,,,,,0,0,2.8
470,255,K8,0,4,2,4,,,,,,,,,,,,,0,0,0,3.2
470,260,K8,0,3.2,3.6,2.8666666666666663,,,,,,,,0,,,,,0,0,0,3.3
470,265,K8,0,2.5999999999999996,1,4,,,,,,,,0,,,,,0,0,0,2.1
470,280,K8,0,1.1333333333333333,2.4000000000000004,2.4000000000000004,,,4,,,0,0,0,,0,,0,0,0,0,2
470,285,K8,0,3.3333333333333335,2.1,2.8,,,4,,,,0,0,,,,0,0,0,0,2.9
470,295,K8,0,0.26666666666666666,0.5,3.7333333333333334,,,0,,,0,0,1,,,,0,0,1,1,0.7
470,300,K8,0,2,0.5,1.6,,,2.1333333333333333,,,0,0,0,,,,,1,1,1,1.4
470,305,HS,0,2.6999999999999997,3.6,1,3.466666666666667,2.8,1,,,0,0,0,,,,0,0,0,0,2.6
470,310,K8,0,3.0999999999999996,3.5,2.8,,,4,,,0,0,0,0,0,,0,0,0,0,3.3
470,313,K8,0,3.2,3.7,3.7333333333333334,,,,,0,0,0,0,,0,,0,0,0,0,3.5
470,315,K8,0,2,3.2,1,,,2.8666666666666663,,,,0,0,,0,,,,0,0,2.4
470,320,K8,0,1.2000000000000002,1.5,2.3,,,0,,,0,0,0,0,0,,0,0,0,0,1.3
470,332,HS,0,,1,3.6,2.2666666666666666,1.8666666666666667,,,,,,,,,,,,0,0,1.8
470,334,HS,0,3.8,2,4,4,4,,,,,,,,,,,0,0,0,3.3
470,336,K8,0,3.6,3.7,3.7333333333333334,,,,,,,0,,,,,0,0,0,0,3.7
470,345,HS,0,2.5999999999999996,2.5999999999999996,2,,,,,,,,,,,,,,0,0,2.5
470,350,K8,1,,0.1,,,,,,,,,,,,,,,0,0,0.1
470,355,K8,1,,4,,,,0,,,,,,,,,,,0,0,3.1
470,8001,K8,0,1.8,1.2666666666666666,2,,,,,,0,0,0,,,,,1,1,1,1.6
480,5,HS,0,2,2,1.6666666666666665,2.5999999999999996,2.5999999999999996,,,,,,0,,,,,0,0,0,2.1
480,10,K8,0,1,2,3.6,,,,,,0,0,0,,,,0,0,0,0,1.7
480,15,K8,0,1.7333333333333334,3.3333333333333335,2.533333333333333,,,,,,0,0,0,,,,0,0,0,0,2.5
490,20,K8,0,2.466666666666667,1.4,3.8666666666666667,,,,,,0,0,0,,,,0,0,0,0,2.2
490,23,HS,0,2.8,0.26666666666666666,3.1333333333333333,4,3.8,,,,0,0,0,,,,,0,0,0,2.3
490,24,K8,0,2,0.5333333333333333,3.8,,,,,,0,0,0,,,,,0,0,0,1.6
490,25,K8,0,1.2666666666666666,0,3.1333333333333333,,,,,,0,1,0,,,,0,0,1,1,0.9
490,40,HS,0,2,0.5333333333333333,4,4,1.8,,,,0,0,0,,,,,0,0,0,1.8
490,55,K8,0,1.8666666666666667,2.2666666666666666,4,,,,,,0,0,0,,,,0,0,0,0,2.2
500,13,K8,0,1.8666666666666667,0.4,2,,,,,,0,0,1,,0,,0,1,2,1,1.3
500,15,K8,0,3.6,3.8666666666666667,2,,,,,,,,0,,,,,0,0,0,3.5
500,20,K8,0,3,0,4,,,,,,,,0,,,,,0,0,0,1.9
500,30,K8,0,1,0.6000000000000001,0.13333333333333333,,,3.2,,,,0,1,,,,,1,2,1,1
500,40,HS,0,2.2666666666666666,1.1333333333333333,1.2666666666666666,4,2.8,,,,,,0,,,,0,0,0,0,2
500,45,K8,0,3.6,2.8,3.6,,,,,,,,0,,,,,0,0,0,3.3
500,50,K8,0,2.5999999999999996,2,3.2,,,,,,,,0,,,,,0,0,0,2.4
500,60,K8,0,2.4,0.8,1.8,,,,,,,,0,,,,,0,0,0,1.7
500,65,HS,0,2.8,2,4,3,4,,,,,,0,,,,,0,0,0,2.9
500,70,K8,0,3.6,2,1.4,,,,,,,,0,,,,,0,0,0,2.7
500,90,K8,0,3.2,3.8,2.5999999999999996,,,,,,,,0,,,,0,0,0,0,3.4
500,95,HS,0,2.8,2,1.8,4,2.4,,,,,,0,,,,,0,0,0,2.4
510,3,K8,0,1.8,2,4,,,,,,,,0,,,,0,0,0,0,2.1
510,10,HS,0,1.4,0.4,3.7333333333333334,1.6,2,,,,,,0,,,,,1,1,1,1.5
510,20,K8,0,2.5999999999999996,0.4,4,,,,,,,,0,,,,0,0,0,0,1.9
520,10,K8,0,3,2.8,2.4000000000000004,,,,,,,,0,,,,,0,0,0,2.9
520,25,K8,0,2.5999999999999996,1.4,1.4,,,,,,,,0,,,,,0,0,0,2
520,45,K8,0,2.5999999999999996,2,2.2666666666666666,,,,,,,0,0,,,,0,0,0,0,2.3
520,50,K8,0,2.5999999999999996,0.6666666666666667,2.8,,,4,,,,0,0,,0,,0,0,0,0,2.1
520,56,HS,0,2.7333333333333334,1.7333333333333334,2.2666666666666666,4,3.6,,,,,,0,,,,,0,0,0,2.6
520,82,K8,0,3.466666666666667,3.8666666666666667,3.7333333333333334,,,,,,,0,0,,,,0,0,0,0,3.7
520,90,K8,0,2.5999999999999996,0.8,1,,,,,,,,0,,,,0,0,0,0,1.7
521,7,K8,0,3.2,3.6,1.2666666666666666,,,,,,0,0,0,,,,1,0,1,1,3.2
521,10,HS,0,1.2000000000000002,0.26666666666666666,2.8,4,0,,,,,,0,,,,,1,1,1,1
521,20,K8,0,0.8,3.6,2.2666666666666666,,,,,,0,0,0,,,,,0,0,0,2.1
